mp_id,clean_formula,band_gap_dft,density,crystal_system,band_gap_exp,delta_eg
mp-23494,Ti(Bi3O5)4,2.3193,9.052858916389967,Cubic,3.09,0.7706999999999997
mp-1225403,Dy(CuSe)3,1.2397675724874793,7.04677142459448,Trigonal,0.2,-1.0397675724874793
mp-28848,Ca2Bi2O5,2.4956999999999994,6.2024044398794835,Triclinic,3.34,0.8443000000000005
mp-1194878,NaIn(TeO3)2,2.9873000000000003,5.1351682382541926,Orthorhombic,4.0,1.0126999999999997
mp-1181313,Ga2(TeO3)3,4.397799999999999,4.081258151196746,Hexagonal,4.14,-0.2577999999999996
mp-1192667,KAg2SbS3,1.6886936750761654,4.32498872369154,Triclinic,2.1,0.4113063249238347
mp-1195344,Ba4Ga4SnSe12,1.3292000000000002,4.895372115743891,Tetragonal,2.16,0.8308
mp-1200917,SmBiW2O9,2.6653000000000002,7.582166372385468,Orthorhombic,3.39,0.7246999999999999
mp-6166,PrCuSO,1.6440000000000001,6.267240655270264,Tetragonal,3.03,1.3859999999999997
mp-1200490,Tb4Al2O9,4.2417,6.5418778314785575,Monoclinic,4.59,0.34830000000000005
mp-1200758,Ba3V2(SeO4)4,2.6992000000000003,4.281210998508036,Monoclinic,2.87,0.17079999999999984
mp-763169,V2(OF)3,1.4346999999999999,3.506352363947385,Triclinic,0.0,-1.4346999999999999
mp-1188122,Ba2ErInSe5,1.1854,5.731830217974645,Orthorhombic,2.29,1.1046
mp-1194859,AlV(TeO4)2,2.8360999999999996,4.6433674362256285,Monoclinic,2.9,0.06390000000000029
mp-642690,CsGeI3,1.1901,4.157331110828303,Monoclinic,1.6,0.40990000000000015
mp-20078,Pb2O3,1.0373999999999999,9.83755083616799,Monoclinic,1.67,0.6326
mp-1197632,Sr2V3Se5O18,2.5648999999999997,3.906460769137139,Orthorhombic,2.47,-0.09489999999999954
mp-1101518,Sn(PO3)3,2.4134092674336625,2.8068097213349334,Trigonal,0.0,-2.4134092674336625
mp-1203404,Ag2Mo(I2O7)2,1.9610999999999996,5.30799171250827,Monoclinic,3.06,1.0989000000000004
mp-1217841,Tb(CuSe)3,1.1517990694595142,6.96306604194054,Trigonal,0.16,-0.9917990694595141
mp-1189729,Ba2SmGaTe5,1.0131999999999999,5.61461185864714,Triclinic,1.04,0.026800000000000157
mp-542314,NdCuSO,1.6179999999999994,6.46339826282935,Tetragonal,2.98,1.3620000000000005
mp-7204,CaZnSO,2.6853,3.5809587781992707,Hexagonal,3.7,1.0147000000000004
mp-1274542,Ba2CoWO6,1.8426999999999998,7.287421369216136,Tetragonal,0.0,-1.8426999999999998
mp-6652,KZn4(BO3)3,2.8200000000000003,3.48952174411281,Monoclinic,2.32,-0.5000000000000004
mp-1191072,BaGa4Se7,1.4955999999999998,4.98972229349473,Monoclinic,2.64,1.1444000000000003
mp-1223584,KBi3S5,1.6150000000000002,4.528073271307017,Orthorhombic,1.21,-0.40500000000000025
mp-1203413,BaTeMo2O9,3.0122999999999998,5.054595978004949,Orthorhombic,3.12,0.10770000000000035
mp-554336,NbAg2(PS4)2,1.6183,3.597404575463111,Orthorhombic,2.02,0.40169999999999995
mp-1223709,K2Ag3Sb3S7,1.8381999999999996,4.090203390560547,Orthorhombic,2.2,0.36180000000000057
mp-34185,Ca(PrS2)2,2.0570000000000004,4.653161094434058,Tetragonal,2.9,0.8429999999999995
mp-1197728,Fe2B(PO4)3,2.0248,3.1485820943830376,Hexagonal,3.52,1.4952
mp-35876,Ca(NdS2)2,2.0612999999999997,4.804724809006212,Tetragonal,2.7,0.6387000000000005
mp-1205371,Ba3InS4Cl,2.8257,4.377799336526938,Tetragonal,3.42,0.5943
mp-557683,Zn3(BO3)2,2.7833,3.9812910431919355,Triclinic,2.6,-0.18330000000000002
mp-14591,LiSbS2,1.1843000000000004,3.6604925996745643,Trigonal,1.36,0.17569999999999975
mp-35421,Ca(LaS2)2,2.1455,4.497083953380494,Tetragonal,2.7,0.5545
mp-1192203,NaCdAsS3,1.9251999999999998,3.6211941603584443,Monoclinic,2.93,1.0048000000000004
mp-1191476,Li2In2GeS6,2.3229000000000006,3.2593944155350156,Monoclinic,3.45,1.1270999999999995
mp-1202829,Ba2GaBiTe5,1.0651999999999995,5.858344048537512,Orthorhombic,1.43,0.36480000000000046
mp-1190579,Cs2Cu2Sb2S5,1.1042999999999998,4.111806564040706,Triclinic,1.6,0.49570000000000025
mp-1227978,BaGa2SiSe6,2.389943748074382,4.67593964219949,Triclinic,2.88,0.49005625192561775
mp-36100,Ca(SmS2)2,2.0833999999999997,5.070605368340796,Tetragonal,2.05,-0.033399999999999874
mp-29044,Cd4Sb2I3,1.1312000000000002,5.557658492282311,Cubic,1.83,0.6987999999999999
mp-758560,FeOF,1.2206000000000001,4.499527135048755,Orthorhombic,0.0,-1.2206000000000001
mp-1216202,Y(CuSe)3,1.1817611991700412,6.035351576747708,Trigonal,0.88,-0.3017611991700412
mp-1222398,LiGa(GeSe3)2,1.5103999999999997,4.109947047737146,Monoclinic,2.64,1.1296000000000004
mp-1983109,ErBiW2O9,2.5433999999999997,8.00761611625893,Orthorhombic,3.26,0.7166000000000001
mp-32645,Sm2S3,1.8075999999999999,5.75583056257731,Tetragonal,2.96,1.1524
mp-1195954,Ho2HfS5,1.2421428803590153,6.9666777175598,Orthorhombic,1.0,-0.24214288035901532
mp-1195243,AgP15,1.2132491747290075,2.777913863352907,Triclinic,1.47,0.25675082527099247
mp-19395,MnO2,1.1467,4.28480128692754,Tetragonal,1.3,0.1533
mp-1120792,K3Bi2I9,2.9841,4.260627393369636,Monoclinic,2.1,-0.8841000000000001
mp-1191200,Li2In2GeSe6,1.5416,4.375023995020247,Monoclinic,2.3,0.7583999999999997
mp-998430,CsInI3,1.4545000000000001,3.490349927976139,Triclinic,0.0,-1.4545000000000001
mp-1195697,VGa(TeO4)2,2.8924,4.936207304042471,Monoclinic,3.0,0.10760000000000014
mp-1229044,Ba12In4S19,2.0588,4.316618705087494,Trigonal,2.56,0.5011999999999999
mp-1191234,BaAl4Se7,2.3933,4.12985515678715,Monoclinic,3.4,1.0067
mp-32692,Pr2S3,2.1476999999999995,5.154657868022431,Tetragonal,2.6,0.4523000000000006
mp-1224946,GaAgGeS4,1.662,3.7954692639748515,Triclinic,3.0,1.338
mp-8354,LaF3,5.742299999999999,5.954182359521533,Hexagonal,6.6,0.8577000000000004
mp-1216132,Y6Zn(SiS7)2,2.0181088706491312,3.805279839269617,Trigonal,2.38,0.36189112935086865
mp-32586,Nd2S3,1.7865000000000002,5.369768266525997,Tetragonal,2.65,0.8634999999999997
mp-760816,Li3VOF5,2.1558,2.8358466811494396,Triclinic,0.0,-2.1558
mp-36358,Ca(GdS2)2,1.4034,5.336217478125918,Tetragonal,2.55,1.1465999999999998
mp-1222376,LiZnBO3,4.3387,3.7201891207384947,Monoclinic,3.1,-1.2387000000000001
mp-1223975,K2Nd2Ti3O10,2.2681,4.8860719318234755,Orthorhombic,3.25,0.9819
mp-1216992,V2Bi4O11,2.6503999999999994,7.766966891461105,Triclinic,2.0,-0.6503999999999994
mp-1192358,PrMoO4F,4.0857,4.927751600896907,Monoclinic,3.64,-0.4457
mp-770688,Li4CrO5,1.3916,2.6502916832265364,Monoclinic,0.0,-1.3916
mp-1198619,VAg(IO4)2,1.3705000000000003,5.051186000528827,Orthorhombic,2.24,0.8694999999999999
mp-1204617,Ba5(GaSe4)2,1.8701,5.145584648750219,Orthorhombic,2.51,0.6398999999999997
mp-1105584,VZn2BiO6,2.7248,5.950271732957894,Triclinic,2.4,-0.3248000000000002
mp-849761,GaBi25O39,2.1910000000000007,8.950114733856804,Triclinic,2.99,0.7989999999999995
mp-1229254,B3Pb10Br3O13,2.4353999999999996,7.026553518608126,Monoclinic,3.25,0.8146000000000004
mp-1193499,AgPd(IO3)3,1.4055999999999997,5.27324696314872,Triclinic,1.5,0.09440000000000026
mp-684712,Gd2S3,1.1643000000000003,6.11286942199028,Tetragonal,2.55,1.3856999999999995
mp-1197353,Ba4LiGa5Se12,1.7316000000000003,4.838203402115379,Tetragonal,2.65,0.9183999999999997
mp-754206,LiBi3(ClO2)2,2.7135000000000002,6.788270854943298,Orthorhombic,3.35,0.6364999999999998
mp-1228123,Ba5(Ga2Se5)2,2.0136000000000003,5.14036166345379,Orthorhombic,2.2,0.1863999999999999
mp-1200210,BaV2SeO8,2.0881000000000003,4.139667190721119,Orthorhombic,2.13,0.041899999999999604
mp-1203622,Li2TeMoO6,3.1032,4.31956953644881,Monoclinic,3.5,0.3967999999999998
mp-32594,Sm2Se3,1.4541999999999997,6.904818223146371,Tetragonal,2.3,0.8458000000000001
mp-1662331,LiMnSiO4,1.0671,3.5110955375107347,Orthorhombic,0.0,-1.0671
mp-757766,FeBi25O39,2.2191,8.84907256183147,Triclinic,2.8,0.5808999999999997
mp-766637,Li5Fe6(BO3)6,1.6005000000000003,3.3070115966028255,Monoclinic,0.0,-1.6005000000000003
mp-555913,YMoO4F,3.7464,4.356706506019518,Monoclinic,3.78,0.03359999999999985
mp-568545,Cd4P2I3,1.379,5.40885446739379,Orthorhombic,2.17,0.7909999999999999
mp-773482,Li2V3FeO8,1.2138,3.8542264394273618,Tetragonal,0.0,-1.2138
mp-1287184,VO,1.3417000000000003,5.594731499608899,Monoclinic,0.3,-1.0417000000000003
mp-1190380,Ba2ZnTe3,1.2928376299050104,5.36187269104058,Orthorhombic,2.1,0.8071623700949897
mp-578882,SbPb2S2I3,1.7237999999999998,5.941181307900788,Monoclinic,2.0,0.2762000000000002
mp-757564,Li5Mn3(FeO5)2,1.0806,4.110183579772021,Triclinic,0.0,-1.0806
mp-552488,LaCuSeO,1.5380999999999991,6.758638037930155,Tetragonal,2.83,1.291900000000001
mp-28860,P2Se5,1.3347,3.720943190368607,Monoclinic,2.2,0.8653000000000002
mp-1209215,Sb3IO4,2.9287,5.337350983945448,Orthorhombic,2.61,-0.3187000000000002
mp-1078318,Mn(SbO3)2,1.2845000000000004,6.010135703381043,Trigonal,0.0,-1.2845000000000004
mp-31909,Ta2Mn3O8,2.3188000000000004,6.7131641569251865,Tetragonal,1.89,-0.4288000000000005
mp-1189091,K3B6ClO10,5.3729,2.30766827773188,Trigonal,6.89,1.5171000000000001
mp-6296,K6Cd4Sn3Se13,1.4058,3.1415918947035135,Trigonal,2.33,0.9242000000000001
mp-2583419,SrTaNO2,1.1168999999999998,7.801190758605239,Orthorhombic,1.99,0.8731000000000002
mp-1178576,AlCoO3,2.5824999999999996,5.052577300495447,Trigonal,0.0,-2.5824999999999996
mp-557633,Sn2WO5,2.0682000000000005,6.151812955759673,Monoclinic,2.6,0.5317999999999996
mp-556869,Sb5IO7,2.5753,5.225534527427696,Monoclinic,1.95,-0.6253
mp-32826,Dy2S3,1.9090999999999996,6.502474024932088,Tetragonal,2.91,1.0009000000000006
mp-5837,LaGaO3,3.3483,6.963712076866785,Orthorhombic,4.4,1.0517000000000003
mp-1194911,Ba3P3ClO10,5.140499999999999,3.9191519170977513,Orthorhombic,6.89,1.7495000000000003
mp-559251,K3Cr2(PS4)3,1.2898,2.061293918207599,Monoclinic,1.35,0.06020000000000003
mp-33932,NbHO3,2.6275999999999997,3.9962276691671117,Triclinic,0.0,-2.6275999999999997
mp-1100362,Ca3Sn2S7,2.0608000000000004,2.9552607027838946,Orthorhombic,0.0,-2.0608000000000004
mp-1178148,KLi(WO3)3,1.0924,6.1831560793526075,Triclinic,0.0,-1.0924
mp-554782,Li2Ga2GeS6,2.1339,2.839573935319315,Orthorhombic,3.65,1.5160999999999998
mp-1191976,Ti6H2O13,2.8867000000000003,3.1568100677389617,Monoclinic,3.4,0.5132999999999996
mp-1206466,SbPbBrO2,1.8655,7.0663643501183575,Orthorhombic,2.67,0.8045
mp-755749,Cr2O3,2.3438,5.343477129174289,Orthorhombic,3.4,1.0562
mp-556980,Sn3WO6,2.1614999999999998,5.935831762268953,Monoclinic,2.49,0.32850000000000046
mp-23084,BiPbClO2,2.0736999999999997,7.8367371034541105,Orthorhombic,2.45,0.3763000000000005
mp-22939,BiClO,2.5681000000000003,7.614664770939743,Tetragonal,3.46,0.8918999999999997
mp-675130,Tb6PbSe10,1.7114999999999996,7.564228952984086,Triclinic,0.0,-1.7114999999999996
mp-554270,TmMnO3,2.0075999999999996,7.907812381180708,Orthorhombic,0.0,-2.0075999999999996
mp-13334,ZnSnO3,1.0809999999999995,6.556764836010602,Trigonal,3.9,2.8190000000000004
mp-1200791,In4As5(BrO4)3,3.638,4.434226578029269,Triclinic,4.22,0.5819999999999999
mp-1201413,BPb7Br3O7,1.9254000000000002,7.402369037684252,Monoclinic,2.62,0.6945999999999999
mp-1273857,V2Si2O7,1.7986,3.6292141835188336,Triclinic,0.0,-1.7986
mp-28752,Ta7Cu3O19,1.1738999999999997,8.363505390686962,Hexagonal,2.47,1.2961000000000005
mp-2423265,KCoO2,1.3214,3.5440201136908884,Orthorhombic,0.0,-1.3214
mp-552806,BaBiClO2,3.1834999999999996,5.919370311456216,Orthorhombic,3.71,0.5265000000000004
mp-510421,CrO3,2.2756,2.885052573667755,Orthorhombic,1.4,-0.8755999999999999
mp-673633,In2S3,1.0946999999999996,4.043458851822419,Monoclinic,2.0,0.9053000000000004
mp-1216491,V3As2O9,1.270228473362943,4.345672844275841,Monoclinic,0.76,-0.510228473362943
mp-755247,Li4Mn(WO4)3,1.9286000000000003,5.929820922471366,Monoclinic,0.0,-1.9286000000000003
mp-1196490,La4Cd4In2S13,1.1568999999999994,5.163367025851488,Orthorhombic,2.27,1.1131000000000006
